,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T18:17:39.691+03:00,GET,https://www.pointerpointer.com/,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,text/html,,,271,3819,,,3426,134,3,123,0,3467,13,188.166.32.155,,3742,,
1,,2019-10-09T18:17:39.873+03:00,GET,https://www.pointerpointer.com/js/load-min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,759,,,-1,-1,2,108,-1,-1,1,188.166.32.155,,113,,
2,,2019-10-09T18:17:39.998+03:00,GET,https://www.pointerpointer.com/reset.css,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/css,,,269,868,,,-1,-1,3,90,-1,-1,0,188.166.32.155,,94,,
3,,2019-10-09T18:17:40.098+03:00,GET,https://www.pointerpointer.com/js/functions.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,251,,,-1,-1,0,94,-1,-1,13,188.166.32.155,,109,,
4,,2019-10-09T18:17:40.227+03:00,GET,https://www.pointerpointer.com/js/Bootstrap.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1462,,,-1,-1,2,117,-1,-1,2,188.166.32.155,,123,,
5,,2019-10-09T18:17:40.233+03:00,GET,https://www.pointerpointer.com/js/Stats.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1771,,,299,0,3,96,0,337,1,188.166.32.155,,438,,
6,,2019-10-09T18:17:43.901+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,3590,26,1,110,0,3624,61,93.184.220.66,,3824,,
7,,2019-10-09T18:17:43.983+03:00,GET,https://connect.facebook.net/en_GB/all.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,3675,26,0,91,0,3709,1,157.240.1.23,,3830,,
8,,2019-10-09T18:17:44.074+03:00,GET,https://code.jquery.com/jquery-1.4.4.min.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,508,27078,,,3774,29,0,113,0,3804,40,209.197.3.24,,3989,,
9,,2019-10-09T18:17:44.107+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Fwww.pointerpointer.com,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,-1,-1,0,97,-1,-1,2,93.184.220.66,,100,value,
10,,2019-10-09T18:17:44.270+03:00,GET,https://www.pointerpointer.com/js/Grid.js,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,445,,,-1,-1,2,104,-1,-1,0,188.166.32.155,,107,,
11,,2019-10-09T18:17:44.270+03:00,GET,https://www.pointerpointer.com/js/rhill-voronoi-core.js,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,9539,,,-1,-1,1,108,-1,-1,0,188.166.32.155,,110,,
12,,2019-10-09T18:17:44.270+03:00,GET,https://www.pointerpointer.com/js/VoronoiGrid.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,769,,,300,0,1,104,0,338,0,188.166.32.155,,444,,
13,,2019-10-09T18:17:44.319+03:00,GET,https://connect.facebook.net/en_GB/all.js?hash=4655bebffdfdcdbc50d94b4d546b1421&ua=modern_es6,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,56394,,,201,0,0,93,0,229,122,157.240.1.23,,446,value,
14,,2019-10-09T18:17:44.385+03:00,GET,https://www.pointerpointer.com/js/colors.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,2489,,,-1,-1,0,115,-1,-1,0,188.166.32.155,,116,,
15,,2019-10-09T18:17:44.386+03:00,GET,https://www.pointerpointer.com/js/Point.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1423,,,-1,-1,0,114,-1,-1,0,188.166.32.155,,115,,
16,,2019-10-09T18:17:44.387+03:00,GET,https://www.pointerpointer.com/js/Flasher.js,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1611,,,-1,-1,0,102,-1,-1,0,188.166.32.155,,103,,
17,,2019-10-09T18:17:44.495+03:00,GET,https://www.pointerpointer.com/js/Animator.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1505,,,-1,-1,0,94,-1,-1,0,188.166.32.155,,96,,
18,,2019-10-09T18:17:45.133+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,4856,0,0,88,0,4884,32,172.217.16.136,,5006,,
19,,2019-10-09T18:17:45.288+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1706009288&utmhn=www.pointerpointer.com&utmcs=UTF-8&utmsr=800x600&utmvp=800x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=Pointer%20Pointer&utmhid=1216224219&utmr=-&utmp=%2F&utmht=1570634265280&utmac=UA-32525606-1&utmcc=__utma%3D145998261.1607270625.1570634265.1570634265.1570634265.1%3B%2B__utmz%3D145998261.1570634265.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1235014330&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,875,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,108,-1,-1,0,172.217.16.136,,109,value,
20,,2019-10-09T18:17:45.938+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=1377546152487252&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.pointerpointer.com%2F&sdk=joey&wants_cookie_data=false,HTTP/1.1,533,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,603,0,,,1318,0,0,157,0,1351,0,157.240.1.35,,1511,value,
21,,2019-10-09T18:17:46.015+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,595,79,,,1740,0,0,216,0,1767,0,104.244.42.72,,1986,,
22,,2019-10-09T18:17:47.383+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,539,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,516,11744,,,2233,31,0,111,0,2262,43,157.240.1.23,,2449,value,
23,,2019-10-09T18:17:47.566+03:00,GET,https://www.pointerpointer.com/gridPositions.json,HTTP/1.1,660,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,-1,0,188.166.32.155,,0,,No response received
